,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dog_class,Breed_probability1,p1_conf,favorites,retweets,date_time
12,889665388333682689,2017-07-25 01:55:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13.0,10.0,,puppo,Pembroke,0.966327,47406.0,9885.0,2017-07-25 01:55:32
13,889638837579907072,2017-07-25 00:10:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,Ted,,French_bulldog,0.99165,26759.0,4473.0,2017-07-25 00:10:02
14,889531135344209921,2017-07-24 17:02:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10.0,Stuart,puppo,golden_retriever,0.953442,14887.0,2206.0,2017-07-24 17:02:04
15,889278841981685760,2017-07-24 00:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,,whippet,0.626152,24874.0,5286.0,2017-07-24 00:19:32
16,888917238123831296,2017-07-23 00:22:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,,golden_retriever,0.714719,28675.0,4420.0,2017-07-23 00:22:39
17,888804989199671297,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,,,,25187.0,4222.0,2017-07-22 16:56:37
18,888554962724278272,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,,Siberian_husky,0.700377,19540.0,3491.0,2017-07-22 00:23:06
19,888078434458587136,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,,French_bulldog,0.995026,21444.0,3441.0,2017-07-20 16:49:33
20,887705289381826560,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,,basset,0.821664,29732.0,5302.0,2017-07-19 16:06:48
21,887517139158093824,2017-07-19 03:39:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,such,,,,45583.0,11481.0,2017-07-19 03:39:09
22,887473957103951883,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,,Pembroke,0.809197,68062.0,17878.0,2017-07-19 00:47:34
23,887343217045368832,2017-07-18 16:08:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,,,,,33195.0,10238.0,2017-07-18 16:08:03
24,887101392804085760,2017-07-18 00:07:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,,,Samoyed,0.733942,30120.0,5866.0,2017-07-18 00:07:08
25,886983233522544640,2017-07-17 16:17:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,,Chihuahua,0.793469,34641.0,7644.0,2017-07-17 16:17:36
26,886736880519319552,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,,,,11877.0,3228.0,2017-07-16 23:58:41
27,886680336477933568,2017-07-16 20:14:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,,,,22102.0,4394.0,2017-07-16 20:14:00
28,886366144734445568,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,pupper,French_bulldog,0.999201,20877.0,3147.0,2017-07-15 23:25:31
29,886267009285017600,2017-07-15 16:51:35 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12.0,10.0,,,,,116.0,4.0,2017-07-15 16:51:35
30,886258384151887873,2017-07-15 16:17:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,,pug,0.943575,27581.0,6185.0,2017-07-15 16:17:19
31,885984800019947520,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,,Blenheim_spaniel,0.972494,32184.0,6685.0,2017-07-14 22:10:11
32,885528943205470208,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,,,,35458.0,6330.0,2017-07-13 15:58:47
33,885518971528720385,2017-07-13 15:19:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14.0,10.0,,,,,20127.0,3704.0,2017-07-13 15:19:09
34,885167619883638784,2017-07-12 16:03:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,,,malamute,0.8124819999999999,21601.0,4314.0,2017-07-12 16:03:00
35,884925521741709313,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,,,,76350.0,17997.0,2017-07-12 00:01:00
36,884876753390489601,2017-07-11 20:47:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,,chow,0.822103,27523.0,5561.0,2017-07-11 20:47:12
37,884562892145688576,2017-07-11 00:00:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,,pug,0.5464060000000001,23956.0,4657.0,2017-07-11 00:00:02
38,884441805382717440,2017-07-10 15:58:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,,,Pembroke,0.993225,26608.0,5569.0,2017-07-10 15:58:53
39,884247878851493888,2017-07-10 03:08:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13.0,10.0,,,,,71974.0,20146.0,2017-07-10 03:08:17
40,884162670584377345,2017-07-09 21:29:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,doggo,German_shepherd,0.707046,20073.0,2942.0,2017-07-09 21:29:42
41,883838122936631299,2017-07-09 00:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,,Doberman,0.610946,21587.0,3392.0,2017-07-09 00:00:04
42,883482846933004288,2017-07-08 00:28:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5.0,10.0,Bella,,golden_retriever,0.943082,45259.0,9796.0,2017-07-08 00:28:19
43,883360690899218434,2017-07-07 16:22:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,floofer,chow,0.987997,22353.0,3642.0,2017-07-07 16:22:55
44,883117836046086144,2017-07-07 00:17:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,,,golden_retriever,0.949562,36669.0,6573.0,2017-07-07 00:17:54
45,882992080364220416,2017-07-06 15:58:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,,,,23622.0,3865.0,2017-07-06 15:58:11
46,882762694511734784,2017-07-06 00:46:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,pupper,Labrador_retriever,0.85005,27899.0,4843.0,2017-07-06 00:46:41
47,882627270321602560,2017-07-05 15:48:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,,Pembroke,0.542982,27517.0,5997.0,2017-07-05 15:48:34
48,882268110199369728,2017-07-04 16:01:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,,golden_retriever,0.762211,44322.0,11428.0,2017-07-04 16:01:23
49,882045870035918850,2017-07-04 01:18:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,,web_site,0.949591,28940.0,4899.0,2017-07-04 01:18:17
50,881906580714921986,2017-07-03 16:04:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,,,,23980.0,3344.0,2017-07-03 16:04:48
51,881666595344535552,2017-07-03 00:11:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,,,,49878.0,10508.0,2017-07-03 00:11:11
52,881633300179243008,2017-07-02 21:58:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17.0,10.0,,,,,124.0,7.0,2017-07-02 21:58:53
53,881536004380872706,2017-07-02 15:32:16 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,a,pupper,,,48754.0,15708.0,2017-07-02 15:32:16
54,881268444196462592,2017-07-01 21:49:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,,,,22767.0,5093.0,2017-07-01 21:49:04
55,880935762899988482,2017-06-30 23:47:07 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,,,,16776.0,2744.0,2017-06-30 23:47:07
56,880872448815771648,2017-06-30 19:35:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,,,Pembroke,0.791416,20983.0,3761.0,2017-06-30 19:35:32
57,880465832366813184,2017-06-29 16:39:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,,golden_retriever,0.913255,28135.0,6184.0,2017-06-29 16:39:47
58,880221127280381952,2017-06-29 00:27:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,,,,26688.0,4158.0,2017-06-29 00:27:25
59,880095782870896641,2017-06-28 16:09:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,,,,,27265.0,4297.0,2017-06-28 16:09:20
60,879862464715927552,2017-06-28 00:42:13 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,,basset,0.813507,22024.0,3448.0,2017-06-28 00:42:13
61,879674319642796034,2017-06-27 12:14:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@RealKentMurphy 14/10 confirmed,14.0,10.0,,,,,308.0,10.0,2017-06-27 12:14:36
62,879492040517615616,2017-06-27 00:10:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,,,,23099.0,3141.0,2017-06-27 00:10:17
63,879415818425184262,2017-06-26 19:07:24 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,,,,104408.0,43609.0,2017-06-26 19:07:24
64,879376492567855104,2017-06-26 16:31:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,,,,16548.0,3076.0,2017-06-26 16:31:08
65,879050749262655488,2017-06-25 18:56:45 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,,,,22252.0,4652.0,2017-06-25 18:56:45
66,879008229531029506,2017-06-25 16:07:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,,vizsla,0.960513,18730.0,2664.0,2017-06-25 16:07:47
67,878776093423087618,2017-06-25 00:45:22 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,puppo,Italian_greyhound,0.734684,19148.0,4078.0,2017-06-25 00:45:22
68,878604707211726852,2017-06-24 13:24:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13.0,10.0,,,,,29860.0,7109.0,2017-06-24 13:24:20
69,878281511006478336,2017-06-23 16:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,,,,7647.0,1270.0,2017-06-23 16:00:04
70,878057613040115712,2017-06-23 01:10:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,,French_bulldog,0.839097,41471.0,6737.0,2017-06-23 01:10:23
71,877736472329191424,2017-06-22 03:54:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,,Chesapeake_Bay_retriever,0.8379559999999999,78725.0,18852.0,2017-06-22 03:54:17
72,877556246731214848,2017-06-21 15:58:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,,basset,0.995368,22423.0,3765.0,2017-06-21 15:58:08
73,877316821321428993,2017-06-21 00:06:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,,,,27018.0,5113.0,2017-06-21 00:06:44
74,877201837425926144,2017-06-20 16:29:50 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,,Pembroke,0.93112,26765.0,5517.0,2017-06-20 16:29:50
75,876838120628539392,2017-06-19 16:24:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,pupper,bloodhound,0.575751,20414.0,3304.0,2017-06-19 16:24:33
76,876537666061221889,2017-06-18 20:30:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14.0,10.0,,,,,23193.0,4578.0,2017-06-18 20:30:39
77,876484053909872640,2017-06-18 16:57:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,,golden_retriever,0.874566,18516.0,2370.0,2017-06-18 16:57:37
78,876120275196170240,2017-06-17 16:52:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,,Bernese_mountain_dog,0.534327,27557.0,4641.0,2017-06-17 16:52:05
